crop,market,district,modal_price,date
tomato,Nashik APMC,Nashik,1624,2026-07-27
tomato,Nashik APMC,Nashik,1636,2026-07-28
tomato,Nashik APMC,Nashik,1617,2026-07-29
tomato,Nashik APMC,Nashik,1610,2026-07-30
tomato,Nashik APMC,Nashik,1627,2026-07-31
tomato,Nashik APMC,Nashik,1616,2026-08-01
tomato,Nashik APMC,Nashik,1583,2026-08-02
tomato,Nashik APMC,Nashik,1597,2026-08-03
tomato,Nashik APMC,Nashik,1625,2026-08-04
tomato,Nashik APMC,Nashik,1595,2026-08-05
tomato,Nashik APMC,Nashik,1559,2026-08-06
tomato,Nashik APMC,Nashik,1586,2026-08-07
tomato,Nashik APMC,Nashik,1545,2026-08-08
tomato,Nashik APMC,Nashik,1514,2026-08-09
tomato,Nashik APMC,Nashik,1502,2026-08-10
tomato,Nashik APMC,Nashik,1481,2026-08-11
tomato,Nashik APMC,Nashik,1491,2026-08-12
tomato,Nashik APMC,Nashik,1511,2026-08-13
tomato,Nashik APMC,Nashik,1530,2026-08-14
tomato,Nashik APMC,Nashik,1515,2026-08-15
tomato,Nashik APMC,Nashik,1524,2026-08-16
tomato,Nashik APMC,Nashik,1489,2026-08-17
tomato,Nashik APMC,Nashik,1468,2026-08-18
tomato,Nashik APMC,Nashik,1474,2026-08-19
tomato,Nashik APMC,Nashik,1432,2026-08-20
tomato,Nashik APMC,Nashik,1439,2026-08-21
tomato,Nashik APMC,Nashik,1430,2026-08-22
tomato,Pune Market Yard,Pune,1515,2026-05-25
tomato,Pune Market Yard,Pune,1508,2026-05-26
tomato,Pune Market Yard,Pune,1519,2026-05-27
tomato,Pune Market Yard,Pune,1547,2026-05-28
tomato,Pune Market Yard,Pune,1566,2026-05-29
tomato,Pune Market Yard,Pune,1542,2026-05-30
tomato,Pune Market Yard,Pune,1523,2026-05-31
tomato,Pune Market Yard,Pune,1517,2026-06-01
tomato,Pune Market Yard,Pune,1501,2026-06-02
tomato,Pune Market Yard,Pune,1465,2026-06-03
tomato,Pune Market Yard,Pune,1496,2026-06-04
tomato,Pune Market Yard,Pune,1522,2026-06-05
tomato,Pune Market Yard,Pune,1486,2026-06-06
tomato,Pune Market Yard,Pune,1483,2026-06-07
tomato,Pune Market Yard,Pune,1447,2026-06-08
tomato,Pune Market Yard,Pune,1410,2026-06-09
tomato,Pune Market Yard,Pune,1441,2026-06-10
tomato,Pune Market Yard,Pune,1459,2026-06-11
tomato,Pune Market Yard,Pune,1480,2026-06-12
tomato,Pune Market Yard,Pune,1504,2026-06-13
tomato,Pune Market Yard,Pune,1481,2026-06-14
tomato,Pune Market Yard,Pune,1445,2026-06-15
tomato,Pune Market Yard,Pune,1467,2026-06-16
tomato,Pune Market Yard,Pune,1434,2026-06-17
tomato,Pune Market Yard,Pune,1414,2026-06-18
tomato,Pune Market Yard,Pune,1379,2026-06-19
tomato,Pune Market Yard,Pune,1412,2026-06-20
tomato,Pune Market Yard,Pune,1388,2026-06-21
tomato,Pune Market Yard,Pune,1386,2026-06-22
tomato,Pune Market Yard,Pune,1405,2026-06-23
tomato,Pune Market Yard,Pune,1388,2026-06-24
tomato,Pune Market Yard,Pune,1428,2026-06-25
tomato,Pune Market Yard,Pune,1427,2026-06-26
tomato,Pune Market Yard,Pune,1469,2026-06-27
tomato,Pune Market Yard,Pune,1513,2026-06-28
tomato,Pune Market Yard,Pune,1486,2026-06-29
tomato,Pune Market Yard,Pune,1533,2026-06-30
tomato,Pune Market Yard,Pune,1511,2026-07-01
tomato,Pune Market Yard,Pune,1532,2026-07-02
tomato,Pune Market Yard,Pune,1574,2026-07-03
tomato,Pune Market Yard,Pune,1614,2026-07-04
tomato,Pune Market Yard,Pune,1648,2026-07-05
tomato,Pune Market Yard,Pune,1656,2026-07-06
tomato,Pune Market Yard,Pune,1657,2026-07-07
tomato,Pune Market Yard,Pune,1651,2026-07-08
tomato,Pune Market Yard,Pune,1659,2026-07-09
tomato,Pune Market Yard,Pune,1657,2026-07-10
tomato,Pune Market Yard,Pune,1658,2026-07-11
tomato,Pune Market Yard,Pune,1676,2026-07-12
tomato,Pune Market Yard,Pune,1660,2026-07-13
tomato,Pune Market Yard,Pune,1666,2026-07-14
tomato,Pune Market Yard,Pune,1692,2026-07-15
tomato,Pune Market Yard,Pune,1700,2026-07-16
tomato,Pune Market Yard,Pune,1677,2026-07-17
tomato,Pune Market Yard,Pune,1646,2026-07-18
tomato,Pune Market Yard,Pune,1672,2026-07-19
tomato,Pune Market Yard,Pune,1719,2026-07-20
tomato,Pune Market Yard,Pune,1759,2026-07-21
tomato,Pune Market Yard,Pune,1739,2026-07-22
tomato,Pune Market Yard,Pune,1716,2026-07-23
tomato,Pune Market Yard,Pune,1752,2026-07-24
tomato,Pune Market Yard,Pune,1747,2026-07-25
tomato,Pune Market Yard,Pune,1779,2026-07-26
tomato,Pune Market Yard,Pune,1770,2026-07-27
tomato,Pune Market Yard,Pune,1744,2026-07-28
tomato,Pune Market Yard,Pune,1746,2026-07-29
tomato,Pune Market Yard,Pune,1712,2026-07-30
tomato,Pune Market Yard,Pune,1701,2026-07-31
tomato,Pune Market Yard,Pune,1706,2026-08-01
tomato,Pune Market Yard,Pune,1700,2026-08-02
tomato,Pune Market Yard,Pune,1678,2026-08-03
tomato,Pune Market Yard,Pune,1692,2026-08-04
tomato,Pune Market Yard,Pune,1719,2026-08-05
tomato,Pune Market Yard,Pune,1715,2026-08-06
tomato,Pune Market Yard,Pune,1751,2026-08-07
tomato,Pune Market Yard,Pune,1776,2026-08-08
tomato,Pune Market Yard,Pune,1735,2026-08-09
tomato,Pune Market Yard,Pune,1763,2026-08-10
tomato,Pune Market Yard,Pune,1759,2026-08-11
tomato,Pune Market Yard,Pune,1730,2026-08-12
tomato,Pune Market Yard,Pune,1705,2026-08-13
tomato,Pune Market Yard,Pune,1696,2026-08-14
tomato,Pune Market Yard,Pune,1668,2026-08-15
tomato,Pune Market Yard,Pune,1639,2026-08-16
tomato,Pune Market Yard,Pune,1667,2026-08-17
tomato,Pune Market Yard,Pune,1644,2026-08-18
tomato,Pune Market Yard,Pune,1636,2026-08-19
tomato,Pune Market Yard,Pune,1630,2026-08-20
tomato,Pune Market Yard,Pune,1665,2026-08-21
tomato,Pune Market Yard,Pune,1649,2026-08-22
cotton,Nashik APMC,Nashik,6800,2026-05-25
cotton,Nashik APMC,Nashik,6783,2026-05-26
cotton,Nashik APMC,Nashik,6773,2026-05-27
cotton,Nashik APMC,Nashik,6794,2026-05-28
cotton,Nashik APMC,Nashik,6813,2026-05-29
cotton,Nashik APMC,Nashik,6802,2026-05-30
cotton,Nashik APMC,Nashik,6765,2026-05-31
cotton,Nashik APMC,Nashik,6733,2026-06-01
cotton,Nashik APMC,Nashik,6744,2026-06-02
cotton,Nashik APMC,Nashik,6736,2026-06-03
cotton,Nashik APMC,Nashik,6698,2026-06-04
cotton,Nashik APMC,Nashik,6655,2026-06-05
cotton,Nashik APMC,Nashik,6654,2026-06-06
cotton,Nashik APMC,Nashik,6627,2026-06-07
cotton,Nashik APMC,Nashik,6617,2026-06-08
cotton,Nashik APMC,Nashik,6594,2026-06-09
cotton,Nashik APMC,Nashik,6607,2026-06-10
cotton,Nashik APMC,Nashik,6634,2026-06-11
cotton,Nashik APMC,Nashik,6645,2026-06-12
cotton,Nashik APMC,Nashik,6673,2026-06-13
cotton,Nashik APMC,Nashik,6631,2026-06-14
cotton,Nashik APMC,Nashik,6602,2026-06-15
cotton,Nashik APMC,Nashik,6568,2026-06-16
cotton,Nashik APMC,Nashik,6544,2026-06-17
cotton,Nashik APMC,Nashik,6570,2026-06-18
cotton,Nashik APMC,Nashik,6531,2026-06-19
cotton,Nashik APMC,Nashik,6535,2026-06-20
cotton,Nashik APMC,Nashik,6577,2026-06-21
cotton,Nashik APMC,Nashik,6615,2026-06-22
cotton,Nashik APMC,Nashik,6601,2026-06-23
cotton,Nashik APMC,Nashik,6624,2026-06-24
cotton,Nashik APMC,Nashik,6608,2026-06-25
cotton,Nashik APMC,Nashik,6581,2026-06-26
cotton,Nashik APMC,Nashik,6588,2026-06-27
cotton,Nashik APMC,Nashik,6602,2026-06-28
cotton,Nashik APMC,Nashik,6575,2026-06-29
cotton,Nashik APMC,Nashik,6588,2026-06-30
cotton,Nashik APMC,Nashik,6582,2026-07-01
cotton,Nashik APMC,Nashik,6581,2026-07-02
cotton,Nashik APMC,Nashik,6562,2026-07-03
cotton,Nashik APMC,Nashik,6575,2026-07-04
cotton,Nashik APMC,Nashik,6614,2026-07-05
cotton,Nashik APMC,Nashik,6634,2026-07-06
cotton,Nashik APMC,Nashik,6681,2026-07-07
cotton,Nashik APMC,Nashik,6668,2026-07-08
cotton,Nashik APMC,Nashik,6666,2026-07-09
cotton,Nashik APMC,Nashik,6654,2026-07-10
cotton,Nashik APMC,Nashik,6644,2026-07-11
cotton,Nashik APMC,Nashik,6664,2026-07-12
cotton,Nashik APMC,Nashik,6635,2026-07-13
cotton,Nashik APMC,Nashik,6625,2026-07-14
cotton,Nashik APMC,Nashik,6635,2026-07-15
cotton,Nashik APMC,Nashik,6655,2026-07-16
cotton,Nashik APMC,Nashik,6654,2026-07-17
cotton,Nashik APMC,Nashik,6656,2026-07-18
cotton,Nashik APMC,Nashik,6644,2026-07-19
cotton,Nashik APMC,Nashik,6625,2026-07-20
cotton,Nashik APMC,Nashik,6641,2026-07-21
cotton,Nashik APMC,Nashik,6613,2026-07-22
cotton,Nashik APMC,Nashik,6641,2026-07-23
cotton,Nashik APMC,Nashik,6637,2026-07-24
cotton,Nashik APMC,Nashik,6630,2026-07-25
cotton,Nashik APMC,Nashik,6656,2026-07-26
cotton,Nashik APMC,Nashik,6658,2026-07-27
cotton,Nashik APMC,Nashik,6655,2026-07-28
cotton,Nashik APMC,Nashik,6642,2026-07-29
cotton,Nashik APMC,Nashik,6628,2026-07-30
cotton,Nashik APMC,Nashik,6589,2026-07-31
cotton,Nashik APMC,Nashik,6571,2026-08-01
cotton,Nashik APMC,Nashik,6580,2026-08-02
cotton,Nashik APMC,Nashik,6580,2026-08-03
cotton,Nashik APMC,Nashik,6573,2026-08-04
cotton,Nashik APMC,Nashik,6539,2026-08-05
cotton,Nashik APMC,Nashik,6532,2026-08-06
cotton,Nashik APMC,Nashik,6534,2026-08-07
cotton,Nashik APMC,Nashik,6557,2026-08-08
cotton,Nashik APMC,Nashik,6566,2026-08-09
cotton,Nashik APMC,Nashik,6592,2026-08-10
cotton,Nashik APMC,Nashik,6592,2026-08-11
cotton,Nashik APMC,Nashik,6553,2026-08-12
cotton,Nashik APMC,Nashik,6525,2026-08-13
cotton,Nashik APMC,Nashik,6516,2026-08-14
cotton,Nashik APMC,Nashik,6496,2026-08-15
cotton,Nashik APMC,Nashik,6528,2026-08-16
cotton,Nashik APMC,Nashik,6519,2026-08-17
cotton,Nashik APMC,Nashik,6481,2026-08-18
cotton,Nashik APMC,Nashik,6452,2026-08-19
cotton,Nashik APMC,Nashik,6486,2026-08-20
cotton,Nashik APMC,Nashik,6499,2026-08-21
cotton,Nashik APMC,Nashik,6501,2026-08-22
cotton,Pune Market Yard,Pune,6797,2026-05-25
cotton,Pune Market Yard,Pune,6809,2026-05-26
cotton,Pune Market Yard,Pune,6843,2026-05-27
cotton,Pune Market Yard,Pune,6865,2026-05-28
cotton,Pune Market Yard,Pune,6836,2026-05-29
cotton,Pune Market Yard,Pune,6842,2026-05-30
cotton,Pune Market Yard,Pune,6872,2026-05-31
cotton,Pune Market Yard,Pune,6853,2026-06-01
cotton,Pune Market Yard,Pune,6842,2026-06-02
cotton,Pune Market Yard,Pune,6804,2026-06-03
cotton,Pune Market Yard,Pune,6816,2026-06-04
cotton,Pune Market Yard,Pune,6773,2026-06-05
cotton,Pune Market Yard,Pune,6796,2026-06-06
cotton,Pune Market Yard,Pune,6821,2026-06-07
cotton,Pune Market Yard,Pune,6803,2026-06-08
cotton,Pune Market Yard,Pune,6806,2026-06-09
cotton,Pune Market Yard,Pune,6818,2026-06-10
cotton,Pune Market Yard,Pune,6783,2026-06-11
cotton,Pune Market Yard,Pune,6782,2026-06-12
cotton,Pune Market Yard,Pune,6818,2026-06-13
cotton,Pune Market Yard,Pune,6815,2026-06-14
cotton,Pune Market Yard,Pune,6787,2026-06-15
cotton,Pune Market Yard,Pune,6782,2026-06-16
cotton,Pune Market Yard,Pune,6803,2026-06-17
cotton,Pune Market Yard,Pune,6799,2026-06-18
cotton,Pune Market Yard,Pune,6808,2026-06-19
cotton,Pune Market Yard,Pune,6806,2026-06-20
cotton,Pune Market Yard,Pune,6825,2026-06-21
cotton,Pune Market Yard,Pune,6830,2026-06-22
cotton,Pune Market Yard,Pune,6868,2026-06-23
cotton,Pune Market Yard,Pune,6852,2026-06-24
cotton,Pune Market Yard,Pune,6844,2026-06-25
cotton,Pune Market Yard,Pune,6865,2026-06-26
cotton,Pune Market Yard,Pune,6881,2026-06-27
cotton,Pune Market Yard,Pune,6871,2026-06-28
cotton,Pune Market Yard,Pune,6917,2026-06-29
cotton,Pune Market Yard,Pune,6957,2026-06-30
cotton,Pune Market Yard,Pune,6963,2026-07-01
cotton,Pune Market Yard,Pune,6982,2026-07-02
cotton,Pune Market Yard,Pune,7020,2026-07-03
cotton,Pune Market Yard,Pune,6988,2026-07-04
cotton,Pune Market Yard,Pune,6994,2026-07-05
cotton,Pune Market Yard,Pune,6998,2026-07-06
cotton,Pune Market Yard,Pune,6992,2026-07-07
cotton,Pune Market Yard,Pune,7015,2026-07-08
cotton,Pune Market Yard,Pune,7057,2026-07-09
cotton,Pune Market Yard,Pune,7102,2026-07-10
cotton,Pune Market Yard,Pune,7111,2026-07-11
cotton,Pune Market Yard,Pune,7138,2026-07-12
cotton,Pune Market Yard,Pune,7162,2026-07-13
cotton,Pune Market Yard,Pune,7186,2026-07-14
cotton,Pune Market Yard,Pune,7181,2026-07-15
cotton,Pune Market Yard,Pune,7214,2026-07-16
cotton,Pune Market Yard,Pune,7242,2026-07-17
cotton,Pune Market Yard,Pune,7231,2026-07-18
cotton,Pune Market Yard,Pune,7209,2026-07-19
cotton,Pune Market Yard,Pune,7213,2026-07-20
cotton,Pune Market Yard,Pune,7246,2026-07-21
cotton,Pune Market Yard,Pune,7293,2026-07-22
cotton,Pune Market Yard,Pune,7303,2026-07-23
cotton,Pune Market Yard,Pune,7282,2026-07-24
cotton,Pune Market Yard,Pune,7280,2026-07-25
cotton,Pune Market Yard,Pune,7287,2026-07-26
cotton,Pune Market Yard,Pune,7273,2026-07-27
cotton,Pune Market Yard,Pune,7256,2026-07-28
cotton,Pune Market Yard,Pune,7232,2026-07-29
cotton,Pune Market Yard,Pune,7193,2026-07-30
cotton,Pune Market Yard,Pune,7156,2026-07-31
cotton,Pune Market Yard,Pune,7145,2026-08-01
cotton,Pune Market Yard,Pune,7163,2026-08-02
cotton,Pune Market Yard,Pune,7199,2026-08-03
cotton,Pune Market Yard,Pune,7166,2026-08-04
cotton,Pune Market Yard,Pune,7182,2026-08-05
cotton,Pune Market Yard,Pune,7193,2026-08-06
